scenario_id,industry,state,grid_factor,solar_irradiation,monthly_kwh,baseline_co2_kg,tariff_per_kwh,solar_percent,ev_percent,peak_shift_hours,solar_co2_saved,ev_co2_saved,peak_co2_saved,total_co2_saved_kg,new_monthly_co2_kg,cost_saved_rs_month,cost_saved_rs_year,reduction_percent
SIM_04391,paper,rajasthan,0.88,5.8,24705.49,21740.83,7.13,56.77,13.1,6.41,14439.69,276.78,2785.32,18224.02,3516.81,139105.16,1669261.9,83.82
SIM_04392,it_services,west_bengal,0.9,4.5,14157.16,12741.44,8.11,71.78,23.66,5.34,8917.65,335.84,1361.23,11658.2,1083.24,102967.78,1235613.39,91.5
SIM_04393,cement,kerala,0.42,4.2,60587.29,25446.66,6.04,52.99,8.4,2.99,12540.17,1019.7,1520.87,14474.43,10972.23,229049.55,2748594.58,56.88
SIM_04394,auto_components,jharkhand,0.89,4.6,21076.54,18758.12,6.2,37.12,56.2,0.32,6893.02,1432.5,121.83,8668.55,10089.57,128283.49,1539401.94,46.21
SIM_04395,it_services,rajasthan,0.88,5.8,5385.42,4739.17,10.02,72.95,56.92,2.53,3317.42,483.94,240.1,4293.82,445.35,65409.81,784917.69,90.6
SIM_04396,plastics,haryana,0.8,5.1,24085.05,19268.04,7.64,56.47,35.79,2.81,11587.22,1274.58,1083.58,14307.98,4960.05,180485.62,2165827.41,74.26
SIM_04397,auto_components,tamil_nadu,0.68,5.0,22725.0,15453.0,8.11,55.24,44.08,0.08,8963.3,1547.09,23.51,9984.82,5468.17,181723.61,2180683.27,64.61
SIM_04398,chemicals,tamil_nadu,0.68,5.0,35928.17,24431.16,7.85,49.11,25.14,2.35,12597.02,1142.8,1150.48,14397.96,10033.2,204530.96,2454371.49,58.93
SIM_04399,steel,rajasthan,0.88,5.8,57866.82,50922.8,6.66,34.57,33.29,1.34,20598.85,1603.07,1366.83,25639.31,25283.49,247728.63,2972743.51,50.35
SIM_04400,plastics,andhra_pradesh,0.72,5.4,29352.72,21133.96,7.13,65.72,10.88,0.85,14793.77,429.35,357.19,16286.13,4847.83,168935.11,2027221.37,77.06
SIM_04401,auto_components,andhra_pradesh,0.72,5.4,40904.98,29451.59,7.44,7.66,55.95,3.39,2505.64,3002.48,1998.94,7262.87,22188.72,180894.67,2170736.1,24.66
SIM_04402,it_services,rajasthan,0.88,5.8,4810.45,4233.19,8.46,7.28,44.61,2.47,360.37,338.08,209.26,895.0,3338.2,22804.26,273651.09,21.14
SIM_04403,pharma,bihar,0.84,4.7,30456.56,25583.51,8.11,28.76,10.84,3.67,7393.85,389.12,1878.21,8497.42,17086.09,97753.98,1173047.77,33.21
SIM_04404,it_services,tamil_nadu,0.68,5.0,12077.49,8212.7,8.95,59.17,43.32,4.82,5102.45,763.05,792.18,7906.41,306.29,107163.67,1285963.98,96.27
SIM_04405,paper,gujarat,0.82,5.6,14677.19,12035.29,7.02,79.77,13.79,3.15,8424.71,246.82,757.58,10046.24,1989.05,87198.97,1046387.59,83.47
SIM_04406,plastics,chhattisgarh,0.92,4.9,21929.75,20175.37,8.42,51.46,5.67,5.5,10746.54,186.63,2219.03,12778.85,7396.52,115115.58,1381387.02,63.34
SIM_04407,steel,odisha,0.91,4.7,52182.75,47486.31,5.83,35.49,1.85,6.1,16935.07,85.25,5791.88,21606.08,25880.22,124481.74,1493780.88,45.5
SIM_04408,auto_components,delhi,0.72,4.9,46776.62,33679.17,7.03,69.9,11.38,1.87,23575.42,825.49,1258.85,23528.35,10150.82,274881.17,3298574.09,69.86
SIM_04409,textile,maharashtra,0.79,5.1,4709.23,3720.29,8.61,12.91,33.42,3.34,511.68,179.21,248.28,891.09,2829.2,15704.31,188451.72,23.95
SIM_04410,textile,tamil_nadu,0.68,5.0,3161.87,2150.07,8.31,60.05,55.42,1.77,1355.65,425.72,76.29,1764.92,385.15,37410.31,448923.78,82.09
SIM_04411,auto_components,madhya_pradesh,0.83,5.3,9181.8,7620.89,7.0,77.19,11.3,0.82,5334.62,126.11,124.23,5133.41,2487.48,52040.88,624490.56,67.36
SIM_04412,chemicals,jharkhand,0.89,4.6,42408.49,37743.56,8.58,19.54,22.1,2.74,7302.06,1144.68,2067.53,10566.67,27176.89,140275.12,1683301.43,28.0
SIM_04413,chemicals,delhi,0.72,4.9,22856.23,16456.48,8.82,66.98,14.47,6.81,11408.29,530.07,2242.26,12624.62,3831.86,174232.53,2090790.4,76.72
SIM_04414,it_services,kerala,0.42,4.2,9083.8,3815.2,8.6,20.19,44.38,0.67,716.2,505.71,51.42,1181.55,2633.64,35900.53,430806.37,30.97
SIM_04415,textile,andhra_pradesh,0.72,5.4,12378.68,8912.65,8.45,69.33,19.85,1.06,6238.85,315.14,188.82,6379.01,2533.64,89493.06,1073916.68,71.57
SIM_04416,food_processing,west_bengal,0.9,4.5,12816.53,11534.88,7.89,68.51,53.03,4.74,7705.06,608.39,1093.88,9242.48,2292.4,104602.33,1255228.0,80.13
SIM_04417,plastics,gujarat,0.82,5.6,10974.49,8999.08,7.59,30.5,20.52,0.28,3129.17,319.08,49.73,3286.59,5712.48,46023.09,552277.13,36.52
SIM_04418,cement,kerala,0.42,4.2,38980.77,16371.93,6.88,19.41,4.52,4.22,2954.8,324.35,1380.69,4249.48,12122.44,68636.49,823637.88,25.96
SIM_04419,cement,delhi,0.72,4.9,49302.93,35498.11,7.22,22.8,56.61,7.06,8375.73,3341.58,5010.5,14606.61,20891.5,264616.66,3175399.97,41.15
SIM_04420,auto_components,tamil_nadu,0.68,5.0,12248.6,8329.05,6.33,48.5,0.28,7.96,4241.77,3.69,1326.58,6000.3,2328.74,43350.81,520209.69,72.04
SIM_04421,steel,jharkhand,0.89,4.6,75863.35,67518.38,6.13,7.33,0.24,5.62,4896.58,20.5,7595.24,10989.4,56528.98,50596.53,607158.35,16.28
SIM_04422,chemicals,bihar,0.84,4.7,40226.58,33790.33,7.97,59.44,29.33,3.43,20185.76,1133.83,2317.5,23890.94,9899.39,259117.14,3109405.73,70.7
SIM_04423,cement,haryana,0.8,5.1,78934.1,63147.28,6.69,64.45,11.47,2.14,43346.73,1495.32,2696.78,44911.76,18235.52,447527.54,5370330.48,71.12
SIM_04424,steel,bihar,0.84,4.7,37129.6,31188.87,7.52,56.76,32.58,2.88,17790.54,1696.76,1795.35,21785.21,9403.66,255403.1,3064837.19,69.85
SIM_04425,auto_components,odisha,0.91,4.7,43825.95,39881.61,7.41,41.11,47.49,3.38,16477.67,1842.78,2697.22,21527.1,18354.51,245232.44,2942789.28,53.98
SIM_04426,cement,madhya_pradesh,0.83,5.3,39600.59,32868.49,7.31,5.53,51.9,5.77,1991.51,2692.12,3793.91,9118.49,23750.0,171448.39,2057380.73,27.74
SIM_04427,textile,kerala,0.42,4.2,9352.54,3928.07,6.7,27.01,15.45,2.46,986.83,178.53,192.93,1366.06,2562.01,24039.23,288470.7,34.78
SIM_04428,pharma,west_bengal,0.9,4.5,21549.45,19394.51,9.2,64.45,3.58,0.69,12187.2,100.45,269.15,13085.17,6309.33,131037.15,1572445.75,67.47
SIM_04429,chemicals,tamil_nadu,0.68,5.0,50702.23,34477.52,7.45,21.55,50.94,5.38,7802.65,3446.42,3710.19,16207.21,18270.3,264123.94,3169487.33,47.01
SIM_04430,steel,uttar_pradesh,0.85,4.8,77317.73,65720.07,7.75,61.77,16.87,5.69,41406.99,1284.8,7480.62,44690.99,21029.08,467529.41,5610352.91,68.0
SIM_04431,plastics,bihar,0.84,4.7,18317.31,15386.54,7.28,28.19,40.93,5.76,4358.48,669.8,1773.48,7183.23,8203.31,78424.34,941092.06,46.69
SIM_04432,plastics,tamil_nadu,0.68,5.0,23678.26,16101.21,8.08,79.81,51.53,4.18,11270.85,1916.77,1345.44,15012.27,1088.94,231330.8,2775969.62,93.24
SIM_04433,plastics,andhra_pradesh,0.72,5.4,24958.16,17969.87,7.33,11.59,33.2,1.07,2311.74,1156.44,384.62,3995.44,13974.44,82031.9,984382.83,22.23
SIM_04434,cement,bihar,0.84,4.7,37731.57,31694.52,5.53,23.03,20.42,3.59,7336.9,1172.09,2273.62,10203.53,21490.99,115885.82,1390629.87,32.19
SIM_04435,pharma,maharashtra,0.79,5.1,28606.07,22598.8,8.27,60.08,17.16,6.41,14459.44,658.78,2898.15,17634.93,4963.87,194675.38,2336104.51,78.03
SIM_04436,it_services,west_bengal,0.9,4.5,11987.53,10788.78,9.69,47.42,8.3,0.66,4988.41,124.5,141.74,5161.62,5627.15,61144.84,733738.1,47.84
SIM_04437,chemicals,jharkhand,0.89,4.6,51070.61,45452.84,6.68,77.08,45.17,4.03,31816.99,3567.62,3661.4,41027.31,4425.53,446222.8,5354673.64,90.26
SIM_04438,textile,odisha,0.91,4.7,3740.65,3403.99,8.6,73.17,58.89,0.58,2382.79,370.76,39.53,2475.63,928.36,43655.6,523867.24,72.73
SIM_04439,chemicals,madhya_pradesh,0.83,5.3,48311.89,40098.87,7.43,70.38,49.35,5.11,28069.21,2320.46,4098.11,32473.41,7625.47,386461.95,4637543.46,80.98
SIM_04440,it_services,gujarat,0.82,5.6,4252.13,3486.75,8.92,16.59,15.42,4.87,659.43,106.6,339.56,1122.59,2364.16,13936.03,167232.37,32.2
SIM_04441,paper,madhya_pradesh,0.83,5.3,37390.99,31034.52,6.88,14.71,8.36,2.48,4997.75,486.44,1538.23,6804.36,24230.16,71273.13,855277.55,21.93
SIM_04442,chemicals,maharashtra,0.79,5.1,40617.19,32087.58,7.42,53.4,31.8,0.23,18248.49,1531.14,144.61,20093.05,11994.53,251255.1,3015061.18,62.62
SIM_04443,it_services,west_bengal,0.9,4.5,6215.34,5593.8,7.84,65.02,25.98,7.01,3546.09,150.39,783.82,4405.64,1188.16,41402.7,496832.38,78.76
SIM_04444,textile,chhattisgarh,0.92,4.9,13235.47,12176.64,8.45,23.47,10.85,7.58,2957.44,215.62,1846.26,5279.95,6896.69,44558.91,534706.86,43.36
SIM_04445,paper,jharkhand,0.89,4.6,18515.31,16478.63,6.89,48.55,21.93,1.07,7919.63,621.65,353.28,8938.8,7539.83,96800.51,1161606.17,54.24
SIM_04446,cement,tamil_nadu,0.68,5.0,53594.59,36444.32,6.15,39.23,7.36,6.33,15010.18,726.3,4614.29,18179.79,18264.53,183348.39,2200180.68,49.88
SIM_04447,plastics,madhya_pradesh,0.83,5.3,31264.67,25949.67,6.73,56.82,20.73,3.09,16146.25,991.02,1605.33,22480.82,3468.85,187805.94,2253671.31,86.63
SIM_04448,cement,haryana,0.8,5.1,62504.34,50003.47,7.21,55.79,5.77,4.4,29709.42,563.32,4397.49,33576.64,16426.83,308950.73,3707408.75,67.15
SIM_04449,plastics,chhattisgarh,0.92,4.9,24190.74,22255.48,8.49,2.35,54.57,0.0,540.2,1932.29,1.44,2394.37,19861.11,115338.26,1384059.13,10.76
SIM_04450,textile,madhya_pradesh,0.83,5.3,9708.18,8057.79,7.44,8.17,42.96,4.28,720.96,571.32,690.5,1921.25,6136.54,38854.41,466252.9,23.84
SIM_04451,plastics,odisha,0.91,4.7,18284.7,16639.08,6.48,46.8,47.79,6.01,7825.86,1120.06,1998.64,10316.67,6322.4,123501.45,1482017.42,62.0
SIM_04452,auto_components,bihar,0.84,4.7,32726.78,27490.5,7.13,72.41,45.7,7.29,19243.35,1593.74,4009.94,23673.63,3816.86,259330.47,3111965.7,86.12
SIM_04453,it_services,delhi,0.72,4.9,5987.77,4311.2,8.21,21.78,4.68,4.52,971.89,41.95,389.69,1453.19,2858.01,14490.22,173882.61,33.71
SIM_04454,cement,uttar_pradesh,0.85,4.8,66969.45,56924.04,6.58,18.62,56.09,6.47,10811.57,5584.05,7363.78,27525.04,29399.0,403585.08,4843020.94,48.35
SIM_04455,plastics,chhattisgarh,0.92,4.9,28991.29,26671.99,7.38,48.93,37.09,4.57,13506.78,1301.6,2439.24,16152.22,10519.76,188506.34,2262076.12,60.56
SIM_04456,food_processing,haryana,0.8,5.1,25501.74,20401.39,7.14,67.18,33.4,6.72,14280.97,1429.87,2741.61,17518.3,2883.09,209681.31,2516175.72,85.87
SIM_04457,steel,punjab,0.76,5.0,30573.64,23235.96,7.58,21.33,8.65,1.07,5203.6,329.58,498.9,5852.19,17383.78,70151.87,841822.48,25.19
SIM_04458,chemicals,rajasthan,0.88,5.8,11911.37,10482.01,7.18,0.48,2.64,7.6,58.87,47.2,1592.61,1573.73,8908.28,6993.03,83916.3,15.01
SIM_04459,cement,tamil_nadu,0.68,5.0,87449.54,59465.69,7.39,61.08,53.46,3.46,38138.76,5153.34,4113.13,52744.04,6721.65,676581.45,8118977.39,88.7
SIM_04460,food_processing,punjab,0.76,5.0,12155.89,9238.47,6.2,31.31,10.67,5.03,3037.66,117.94,928.84,4636.87,4601.6,33048.84,396586.13,50.19
SIM_04461,textile,maharashtra,0.79,5.1,23209.06,18335.16,6.5,41.77,27.72,5.84,8155.59,571.05,2142.33,11637.06,6698.1,102031.91,1224382.96,63.47
SIM_04462,steel,kerala,0.42,4.2,72777.01,30566.35,6.71,62.89,37.22,3.63,17877.06,5637.0,2221.47,26026.9,4539.45,529416.61,6352999.34,85.15
SIM_04463,chemicals,bihar,0.84,4.7,42648.41,35824.67,6.78,54.12,8.78,7.81,19485.75,615.69,5597.98,22130.11,13694.56,203852.64,2446231.72,61.77
SIM_04464,cement,maharashtra,0.79,5.1,75934.95,59988.61,5.94,15.49,31.19,5.83,9898.74,3403.78,7000.55,21517.75,38470.86,267054.54,3204654.5,35.87
SIM_04465,cement,rajasthan,0.88,5.8,85911.64,75602.24,6.24,38.61,39.38,4.22,34151.82,2988.1,6380.65,43348.46,32253.78,421189.71,5054276.53,57.34
SIM_04466,pharma,odisha,0.91,4.7,17187.84,15640.94,8.18,7.7,27.17,1.69,1210.77,374.38,529.6,2139.29,13501.65,33528.44,402341.28,13.68
SIM_04467,pharma,uttar_pradesh,0.85,4.8,20370.58,17315.0,7.92,57.64,54.39,4.35,10180.65,1438.78,1507.06,14293.7,3021.3,177098.59,2125183.11,82.55
SIM_04468,cement,maharashtra,0.79,5.1,89596.22,70781.02,6.01,23.67,24.71,4.41,17840.26,3687.97,6238.67,28440.02,42341.0,341512.98,4098155.74,40.18
SIM_04469,cement,chhattisgarh,0.92,4.9,22916.57,21083.25,7.19,11.33,56.5,7.46,2471.63,1103.76,3144.18,6744.87,14338.38,89714.23,1076570.73,31.99
SIM_04470,food_processing,telangana,0.74,5.2,20954.73,15506.5,7.12,4.58,46.92,6.55,766.86,1397.71,2031.37,3998.76,11507.74,83445.34,1001344.03,25.79
SIM_04471,steel,madhya_pradesh,0.83,5.3,79794.12,66229.12,5.83,54.23,3.48,1.45,39326.77,274.36,1926.09,45996.23,20232.89,295033.59,3540403.05,69.45
SIM_04472,cement,west_bengal,0.9,4.5,60141.3,54127.17,6.88,4.05,47.69,4.26,2137.78,3985.81,4615.73,9969.37,44157.79,251146.16,3013753.97,18.42
SIM_04473,it_services,rajasthan,0.88,5.8,11835.24,10415.01,8.77,76.05,27.9,5.38,7290.51,290.75,1119.85,8244.7,2170.31,92123.97,1105487.62,79.16
SIM_04474,paper,karnataka,0.62,5.3,38521.34,23883.23,6.72,78.65,23.72,1.93,16718.26,1665.04,923.05,16748.73,7134.5,261512.38,3138148.56,70.13
SIM_04475,textile,rajasthan,0.88,5.8,22846.88,20105.25,7.18,73.79,26.37,6.04,14073.68,843.7,2426.91,16223.37,3881.89,167579.91,2010958.96,80.69
SIM_04476,pharma,andhra_pradesh,0.72,5.4,10986.76,7910.47,7.8,77.79,34.59,2.5,5537.33,520.76,395.37,6860.97,1049.49,87086.22,1045034.65,86.73
SIM_04477,food_processing,kerala,0.42,4.2,9271.15,3893.88,5.99,29.3,34.66,5.54,1061.14,378.25,431.4,1686.03,2207.85,32633.37,391600.41,43.3
SIM_04478,auto_components,bihar,0.84,4.7,11998.1,10078.4,7.61,2.89,2.04,3.39,292.38,38.68,683.33,1056.38,9022.02,6588.36,79060.26,10.48
SIM_04479,cement,rajasthan,0.88,5.8,86998.9,76559.03,5.64,25.65,18.89,0.75,22978.73,1459.1,1143.59,24653.39,51905.65,230366.93,2764403.14,32.2
SIM_04480,it_services,rajasthan,0.88,5.8,10252.16,9021.9,8.18,42.46,38.45,1.19,4481.47,410.62,214.04,4791.91,4229.99,65022.43,780269.2,53.11
SIM_04481,textile,kerala,0.42,4.2,21101.92,8862.81,8.5,1.12,1.72,3.09,91.93,75.64,547.95,698.92,8163.89,8318.6,99823.18,7.89
SIM_04482,paper,haryana,0.8,5.1,6083.38,4866.71,8.09,39.97,12.45,2.59,2071.52,78.8,252.52,2266.73,2599.98,25846.24,310154.93,46.58
SIM_04483,paper,telangana,0.74,5.2,29102.76,21536.04,7.14,51.37,48.8,3.98,11946.99,1741.5,1715.08,15481.18,6054.86,207619.17,2491430.08,71.88
SIM_04484,auto_components,tamil_nadu,0.68,5.0,31509.51,21426.47,6.54,37.38,19.45,5.69,8410.34,1014.71,2440.08,11891.39,9535.08,136888.73,1642664.79,55.5
SIM_04485,cement,bihar,0.84,4.7,40959.2,34405.73,6.72,21.26,13.23,6.79,7350.62,634.26,4675.31,12413.08,21992.65,104152.05,1249824.62,36.08
SIM_04486,paper,andhra_pradesh,0.72,5.4,19741.72,14214.04,7.53,38.33,44.21,4.06,6047.84,1520.69,1153.75,8467.88,5746.16,142228.52,1706742.28,59.57
SIM_04487,textile,haryana,0.8,5.1,13120.05,10496.04,6.67,8.14,3.05,2.47,909.68,43.94,518.66,1440.89,9055.15,11179.16,134149.97,13.73
SIM_04488,textile,karnataka,0.62,5.3,18856.16,11690.82,7.58,40.13,19.38,4.51,5137.07,590.79,1054.17,6652.65,5038.17,94155.26,1129863.09,56.9
SIM_04489,chemicals,haryana,0.8,5.1,27077.51,21662.01,6.9,78.07,48.29,2.9,15163.4,1452.77,1258.02,18564.34,3097.66,210149.49,2521793.84,85.7
SIM_04490,plastics,delhi,0.72,4.9,17678.94,12728.84,7.68,9.85,52.95,4.0,1297.12,1621.63,1019.05,4380.77,8348.07,97470.57,1169646.82,34.42
SIM_04491,food_processing,delhi,0.72,4.9,23095.2,16628.54,7.32,52.34,44.23,4.23,9007.63,1583.66,1407.34,12358.63,4269.91,174329.85,2091958.23,74.32
SIM_04492,it_services,karnataka,0.62,5.3,11701.72,7255.06,8.81,57.45,43.65,7.44,4564.35,943.73,1079.91,5704.15,1550.91,113325.46,1359905.58,78.62
SIM_04493,plastics,punjab,0.76,5.0,27883.08,21191.14,6.64,74.84,20.63,2.39,14833.8,902.85,1014.33,14213.25,6977.88,178127.61,2137531.34,67.07
SIM_04494,textile,uttar_pradesh,0.85,4.8,21346.23,18144.29,7.56,41.27,32.65,7.46,7638.47,584.63,2708.17,11318.56,6825.73,106823.46,1281881.53,62.38
SIM_04495,auto_components,kerala,0.42,4.2,10402.41,4369.01,8.18,37.82,20.25,5.88,1536.82,305.74,513.49,2468.65,1900.37,45597.17,547166.08,56.5
SIM_04496,steel,odisha,0.91,4.7,60549.43,55099.98,6.45,2.79,53.51,4.55,1545.29,3969.83,5011.43,11631.99,43468.0,246608.77,2959305.27,21.11
SIM_04497,pharma,delhi,0.72,4.9,15658.0,11273.76,7.74,10.28,22.86,0.54,1199.63,630.02,121.44,2052.52,9221.24,44507.19,534086.33,18.21
SIM_04498,pharma,chhattisgarh,0.92,4.9,12773.97,11752.05,7.88,5.6,43.56,0.63,680.82,693.17,148.21,1516.29,10235.76,45797.94,549575.27,12.9
SIM_04499,textile,west_bengal,0.9,4.5,6385.2,5746.68,7.91,68.95,35.83,7.35,3863.22,232.12,844.77,3878.87,1867.81,49218.98,590627.7,67.5
SIM_04500,it_services,west_bengal,0.9,4.5,10995.92,9896.33,8.61,38.98,49.46,2.82,3760.99,836.53,558.37,6029.26,3867.07,84635.97,1015631.61,60.92
SIM_04501,paper,punjab,0.76,5.0,12192.01,9265.93,6.48,45.72,41.94,6.86,4448.53,506.89,1271.64,5718.2,3547.73,66962.24,803546.86,61.71
SIM_04502,steel,odisha,0.91,4.7,72829.68,66275.01,7.34,64.74,42.18,7.43,43118.27,2959.73,9843.97,53440.79,12834.22,539151.71,6469820.47,80.63
SIM_04503,auto_components,chhattisgarh,0.92,4.9,38590.42,35503.19,7.19,44.92,52.19,0.34,16505.14,2854.19,240.66,16715.95,18787.24,292636.77,3511641.26,47.08
SIM_04504,auto_components,karnataka,0.62,5.3,29491.4,18284.67,8.07,24.12,13.55,0.25,4828.38,440.39,90.74,4772.31,13512.36,83637.29,1003647.42,26.1
SIM_04505,textile,tamil_nadu,0.68,5.0,4970.42,3379.89,7.64,54.94,39.57,5.74,1949.58,315.11,388.05,2267.37,1112.51,38438.29,461259.46,67.08
SIM_04506,food_processing,chhattisgarh,0.92,4.9,7059.4,6494.64,6.53,38.96,48.87,3.32,2618.8,505.73,431.63,3256.8,3237.85,48391.84,580702.11,50.15
SIM_04507,plastics,odisha,0.91,4.7,20782.21,18911.81,7.28,39.05,11.41,5.28,7422.27,256.18,1997.53,10063.2,8848.62,78695.95,944351.38,53.21
SIM_04508,paper,tamil_nadu,0.68,5.0,26295.47,17880.92,8.36,18.42,46.31,4.6,3457.65,2163.72,1645.58,7604.5,10276.41,153048.27,1836579.26,42.53
SIM_04509,paper,tamil_nadu,0.68,5.0,23593.15,16043.34,7.97,43.82,41.71,2.26,7382.46,1458.88,726.0,10987.6,5055.74,159483.33,1913799.98,68.49
SIM_04510,textile,west_bengal,0.9,4.5,10544.34,9489.91,6.76,22.97,20.66,7.32,2124.91,241.95,1388.52,3851.34,5638.57,32702.74,392432.84,40.58
SIM_04511,chemicals,karnataka,0.62,5.3,15459.34,9584.79,7.38,42.34,22.71,3.1,4443.6,603.33,593.56,5539.39,4045.4,83022.77,996273.28,57.79
SIM_04512,paper,delhi,0.72,4.9,17621.03,12687.14,7.93,67.96,17.61,0.39,8881.0,517.54,99.12,9973.33,2713.81,123769.98,1485239.81,78.61
SIM_04513,paper,maharashtra,0.79,5.1,24127.68,19060.86,7.23,74.61,34.73,7.63,13342.6,1323.26,2908.01,14430.02,4630.84,198850.06,2386200.75,75.7
SIM_04514,pharma,maharashtra,0.79,5.1,31030.74,24514.28,7.61,32.69,23.31,3.16,8535.58,1175.05,1548.86,11544.81,12969.47,147766.59,1773199.08,47.09
SIM_04515,textile,haryana,0.8,5.1,6480.24,5184.19,7.81,53.67,5.15,7.85,2963.47,47.93,813.98,3870.77,1313.41,33814.61,405775.26,74.66
SIM_04516,chemicals,uttar_pradesh,0.85,4.8,10894.16,9260.04,7.84,8.58,46.8,2.91,810.66,506.94,538.1,1910.09,7349.95,36456.02,437472.23,20.63
SIM_04517,pharma,kerala,0.42,4.2,21545.86,9049.26,8.62,62.84,25.1,1.65,5288.55,843.61,297.83,5937.23,3112.03,145307.93,1743695.11,65.61
SIM_04518,pharma,bihar,0.84,4.7,16736.05,14058.28,7.31,26.6,23.61,3.05,3757.76,435.43,858.49,5043.1,9015.18,58379.26,700551.07,35.87
SIM_04519,plastics,odisha,0.91,4.7,25400.84,23114.76,7.68,30.66,7.96,6.32,7123.41,177.54,2921.54,10927.57,12187.19,77586.88,931042.53,47.28
SIM_04520,plastics,bihar,0.84,4.7,13805.39,11596.53,7.96,27.77,23.58,7.69,3236.25,299.02,1782.41,5969.02,5627.51,51808.09,621697.09,51.47
SIM_04521,pharma,delhi,0.72,4.9,11776.04,8478.75,8.18,1.21,32.87,1.28,106.26,410.25,217.26,778.57,7700.18,22280.3,267363.59,9.18
SIM_04522,plastics,madhya_pradesh,0.83,5.3,32447.74,26931.62,7.72,46.86,31.11,2.31,13819.75,985.47,1244.38,15044.84,11886.79,184751.1,2217013.16,55.86
SIM_04523,pharma,odisha,0.91,4.7,15139.19,13776.66,7.68,14.27,6.8,3.94,1976.36,98.0,1084.66,2896.43,10880.23,24975.17,299702.04,21.02
SIM_04524,textile,gujarat,0.82,5.6,13636.26,11181.73,6.76,43.56,7.44,5.87,5552.63,93.79,1313.75,6603.89,4577.84,53986.94,647843.23,59.06
SIM_04525,steel,chhattisgarh,0.92,4.9,25497.87,23458.04,6.08,33.48,20.04,7.37,8128.76,799.58,3456.39,11854.41,11603.62,106256.51,1275078.11,50.53
SIM_04526,plastics,karnataka,0.62,5.3,7170.48,4445.7,7.24,2.58,10.8,4.9,125.79,109.3,435.82,621.09,3824.61,8075.84,96910.06,13.97
SIM_04527,textile,chhattisgarh,0.92,4.9,13370.4,12300.77,7.78,78.26,18.5,0.06,8610.54,387.9,14.66,9184.11,3116.66,94994.14,1139929.72,74.66
SIM_04528,food_processing,karnataka,0.62,5.3,21195.98,13141.51,6.58,18.14,51.15,4.48,2609.91,2085.71,1177.67,5618.22,7523.29,128402.25,1540827.01,42.75
SIM_04529,cement,delhi,0.72,4.9,84325.18,60714.13,6.54,10.01,42.4,7.53,6288.08,3935.47,9142.64,18766.78,41947.35,277108.62,3325303.41,30.91
SIM_04530,it_services,punjab,0.76,5.0,7952.28,6043.74,7.73,12.44,25.36,0.07,789.44,231.03,8.07,1015.12,5028.62,19811.38,237736.51,16.8
SIM_04531,steel,karnataka,0.62,5.3,49477.79,30676.23,6.42,70.63,43.1,6.04,21473.36,3974.62,3707.39,27190.53,3485.7,418702.83,5024433.96,88.64
SIM_04532,textile,madhya_pradesh,0.83,5.3,13920.5,11554.02,7.01,2.62,43.33,7.25,330.84,570.84,1675.9,2621.24,8932.77,37550.14,450601.66,22.69
SIM_04533,auto_components,bihar,0.84,4.7,25980.0,21823.2,8.05,27.81,31.66,3.82,6098.95,1255.31,1666.09,7233.17,14590.02,130840.73,1570088.8,33.14
SIM_04534,it_services,maharashtra,0.79,5.1,11520.34,9101.07,7.79,31.73,20.79,7.65,3075.16,354.26,1391.87,4857.56,4243.51,52845.5,634146.0,53.37
SIM_04535,chemicals,bihar,0.84,4.7,58553.17,49184.66,8.31,63.44,37.08,5.3,31356.91,2363.47,5216.1,36278.64,12906.03,453040.11,5436481.37,73.76
SIM_04536,chemicals,tamil_nadu,0.68,5.0,52478.01,35685.04,8.4,66.51,28.54,0.56,24919.64,2048.67,402.05,28123.02,7562.02,408355.84,4900270.08,78.81
SIM_04537,food_processing,tamil_nadu,0.68,5.0,22508.29,15305.63,6.88,3.76,20.49,4.69,604.75,837.94,1436.69,2482.46,12823.17,50944.88,611338.54,16.22
SIM_04538,cement,tamil_nadu,0.68,5.0,34992.73,23795.06,5.67,6.24,13.71,6.16,1559.42,860.23,2931.88,4821.42,18973.64,61873.14,742477.69,20.26
SIM_04539,cement,rajasthan,0.88,5.8,61115.46,53781.6,6.59,25.6,33.94,6.75,16106.39,3251.52,7262.52,23682.81,30098.79,317156.56,3805878.69,44.04
SIM_04540,chemicals,andhra_pradesh,0.72,5.4,41789.21,30088.23,7.4,4.91,17.96,4.27,1638.2,704.46,2572.36,4705.42,25382.81,59680.9,716170.78,15.64
SIM_04541,pharma,west_bengal,0.9,4.5,9780.11,8802.1,7.53,51.9,3.22,2.07,4454.32,47.07,365.29,5462.95,3339.14,40851.57,490218.81,62.06
SIM_04542,steel,kerala,0.42,4.2,60958.0,25602.36,6.07,77.68,11.36,3.67,17921.65,1246.56,1877.52,20049.52,5552.84,318730.27,3824763.21,78.31
SIM_04543,steel,punjab,0.76,5.0,77892.68,59198.43,7.51,73.04,13.17,0.05,41438.9,1638.95,63.6,43619.25,15579.19,493017.9,5916214.76,73.68
SIM_04544,it_services,madhya_pradesh,0.83,5.3,12707.31,10547.07,8.85,21.14,43.83,5.09,2441.63,651.5,1073.05,4298.53,6248.54,64286.3,771435.59,40.76
SIM_04545,paper,gujarat,0.82,5.6,33996.57,27877.19,7.64,11.58,26.61,3.66,3680.65,1057.07,2041.54,7115.35,20761.84,96090.06,1153080.68,25.52
